time,open,high,low,close,volume
2024-02-06T22:00:00Z,1.08493,1.08619,1.08436,1.08562,1407.00
2024-02-06T23:00:00Z,1.08562,1.08587,1.08510,1.08535,1746.75
2024-02-07T00:00:00Z,1.08535,1.08609,1.08506,1.08580,1723.53
2024-02-07T01:00:00Z,1.08580,1.08667,1.08499,1.08586,971.67
2024-02-07T02:00:00Z,1.08586,1.08751,1.08541,1.08706,1162.89
2024-02-07T03:00:00Z,1.08706,1.08805,1.08645,1.08744,985.45
2024-02-07T04:00:00Z,1.08744,1.08857,1.08673,1.08786,1761.30
2024-02-07T05:00:00Z,1.08786,1.08903,1.08707,1.08824,1171.79
2024-02-07T06:00:00Z,1.08824,1.08907,1.08804,1.08887,1100.89
2024-02-07T07:00:00Z,1.08887,1.08938,1.08823,1.08874,2056.30
2024-02-07T08:00:00Z,1.08874,1.08981,1.08818,1.08925,2046.12
2024-02-07T09:00:00Z,1.08925,1.09000,1.08865,1.08940,1437.76
2024-02-07T10:00:00Z,1.08940,1.09048,1.08841,1.08949,1992.32
2024-02-07T11:00:00Z,1.08949,1.08973,1.08915,1.08939,1289.01
2024-02-07T12:00:00Z,1.08939,1.08984,1.08903,1.08948,1643.49
2024-02-07T13:00:00Z,1.08948,1.09028,1.08855,1.08935,1142.95
2024-02-07T14:00:00Z,1.08935,1.09000,1.08820,1.08885,2020.58
2024-02-07T15:00:00Z,1.08885,1.08963,1.08774,1.08852,1436.78
2024-02-07T16:00:00Z,1.08852,1.08902,1.08796,1.08846,1856.50
2024-02-07T17:00:00Z,1.08846,1.08900,1.08821,1.08875,1543.47
2024-02-07T18:00:00Z,1.08875,1.08952,1.08744,1.08821,1407.80
2024-02-07T19:00:00Z,1.08821,1.08948,1.08709,1.08836,1364.48
2024-02-07T20:00:00Z,1.08836,1.08940,1.08742,1.08846,1786.57
2024-02-07T21:00:00Z,1.08846,1.08890,1.08813,1.08857,1286.08
2024-02-07T22:00:00Z,1.08857,1.08877,1.08779,1.08799,1791.42
2024-02-07T23:00:00Z,1.08799,1.08826,1.08776,1.08803,1964.28
2024-02-08T00:00:00Z,1.08803,1.08877,1.08781,1.08855,1864.12
2024-02-08T01:00:00Z,1.08855,1.08935,1.08739,1.08819,2063.46
2024-02-08T02:00:00Z,1.08819,1.08866,1.08723,1.08770,1807.97
2024-02-08T03:00:00Z,1.08770,1.08899,1.08675,1.08804,1120.83
2024-02-08T04:00:00Z,1.08804,1.08903,1.08666,1.08765,1874.14
2024-02-08T05:00:00Z,1.08765,1.08896,1.08696,1.08827,1495.53
2024-02-08T06:00:00Z,1.08827,1.08855,1.08791,1.08819,1489.99
2024-02-08T07:00:00Z,1.08819,1.08884,1.08775,1.08840,1581.78
2024-02-08T08:00:00Z,1.08840,1.08970,1.08748,1.08878,1515.49
2024-02-08T09:00:00Z,1.08878,1.08919,1.08821,1.08862,1850.18
2024-02-08T10:00:00Z,1.08862,1.08896,1.08834,1.08868,1059.11
2024-02-08T11:00:00Z,1.08868,1.08938,1.08826,1.08896,1875.76
2024-02-08T12:00:00Z,1.08896,1.08982,1.08743,1.08829,1290.75
2024-02-08T13:00:00Z,1.08829,1.08889,1.08749,1.08809,1777.46
2024-02-08T14:00:00Z,1.08809,1.08844,1.08789,1.08824,1781.83
2024-02-08T15:00:00Z,1.08824,1.08894,1.08797,1.08867,1087.38
2024-02-08T16:00:00Z,1.08867,1.08972,1.08784,1.08889,1276.37
2024-02-08T17:00:00Z,1.08889,1.08946,1.08771,1.08828,1302.06
2024-02-08T18:00:00Z,1.08828,1.08884,1.08723,1.08779,1230.16
2024-02-08T19:00:00Z,1.08779,1.08860,1.08649,1.08730,1458.95
2024-02-08T20:00:00Z,1.08730,1.08797,1.08587,1.08654,1627.45
2024-02-08T21:00:00Z,1.08654,1.08769,1.08540,1.08655,1614.72
2024-02-08T22:00:00Z,1.08655,1.08701,1.08597,1.08643,820.25
2024-02-08T23:00:00Z,1.08643,1.08739,1.08594,1.08690,1403.57
2024-02-09T00:00:00Z,1.08690,1.08815,1.08581,1.08706,1193.73
2024-02-09T01:00:00Z,1.08706,1.08763,1.08674,1.08731,1339.50
2024-02-09T02:00:00Z,1.08731,1.08843,1.08680,1.08792,1761.64
2024-02-09T03:00:00Z,1.08792,1.08875,1.08745,1.08828,1614.32
2024-02-09T04:00:00Z,1.08828,1.08919,1.08755,1.08846,1730.94
2024-02-09T05:00:00Z,1.08846,1.08884,1.08800,1.08838,770.61
2024-02-09T06:00:00Z,1.08838,1.08894,1.08762,1.08818,1958.30
2024-02-09T07:00:00Z,1.08818,1.08850,1.08733,1.08765,1335.67
2024-02-09T08:00:00Z,1.08765,1.08887,1.08667,1.08789,884.65
2024-02-09T09:00:00Z,1.08789,1.08828,1.08724,1.08763,2348.30
2024-02-09T10:00:00Z,1.08763,1.08892,1.08706,1.08835,1741.36
2024-02-09T11:00:00Z,1.08835,1.08930,1.08688,1.08783,1457.93
2024-02-09T12:00:00Z,1.08783,1.08825,1.08728,1.08770,1815.90
2024-02-09T13:00:00Z,1.08770,1.08839,1.08714,1.08783,1468.82
2024-02-09T14:00:00Z,1.08783,1.08815,1.08718,1.08750,1788.88
2024-02-09T15:00:00Z,1.08750,1.08771,1.08711,1.08732,1431.63
2024-02-09T16:00:00Z,1.08732,1.08793,1.08606,1.08667,1374.36
2024-02-09T17:00:00Z,1.08667,1.08772,1.08611,1.08716,1535.61
2024-02-09T18:00:00Z,1.08716,1.08802,1.08662,1.08748,1205.44
2024-02-09T19:00:00Z,1.08748,1.08913,1.08621,1.08786,1898.96
2024-02-09T20:00:00Z,1.08786,1.08831,1.08699,1.08744,592.48
2024-02-09T21:00:00Z,1.08744,1.08813,1.08699,1.08768,1668.24
2024-02-11T22:00:00Z,1.08768,1.08855,1.08680,1.08767,1649.72
2024-02-11T23:00:00Z,1.08767,1.08790,1.08726,1.08749,1682.86
2024-02-12T00:00:00Z,1.08749,1.08855,1.08651,1.08757,1861.64
2024-02-12T01:00:00Z,1.08757,1.08799,1.08724,1.08766,1254.28
2024-02-12T02:00:00Z,1.08766,1.08862,1.08693,1.08789,2133.27
2024-02-12T03:00:00Z,1.08789,1.08875,1.08713,1.08799,1266.78
2024-02-12T04:00:00Z,1.08799,1.08831,1.08743,1.08775,1564.21
2024-02-12T05:00:00Z,1.08775,1.08859,1.08739,1.08823,1159.03
2024-02-12T06:00:00Z,1.08823,1.08947,1.08718,1.08842,1863.09
2024-02-12T07:00:00Z,1.08842,1.08970,1.08774,1.08902,1029.25
2024-02-12T08:00:00Z,1.08902,1.08990,1.08787,1.08875,1846.20
2024-02-12T09:00:00Z,1.08875,1.09080,1.08782,1.08987,1783.55
2024-02-12T10:00:00Z,1.08987,1.09042,1.08915,1.08970,1591.23
2024-02-12T11:00:00Z,1.08970,1.09104,1.08864,1.08998,1238.16
2024-02-12T12:00:00Z,1.08998,1.09020,1.08941,1.08963,1682.96
2024-02-12T13:00:00Z,1.08963,1.09025,1.08914,1.08976,1456.52
2024-02-12T14:00:00Z,1.08976,1.09043,1.08938,1.09005,1631.84
2024-02-12T15:00:00Z,1.09005,1.09051,1.08912,1.08958,1573.14
2024-02-12T16:00:00Z,1.08958,1.08991,1.08860,1.08893,1776.20
2024-02-12T17:00:00Z,1.08893,1.08915,1.08866,1.08888,1210.87
2024-02-12T18:00:00Z,1.08888,1.08964,1.08843,1.08919,1499.88
2024-02-12T19:00:00Z,1.08919,1.08943,1.08863,1.08887,1554.95
2024-02-12T20:00:00Z,1.08887,1.08907,1.08797,1.08817,1561.55
2024-02-12T21:00:00Z,1.08817,1.08842,1.08782,1.08807,1059.55
2024-02-12T22:00:00Z,1.08807,1.08879,1.08770,1.08842,1868.79
2024-02-12T23:00:00Z,1.08842,1.08936,1.08805,1.08899,1433.76
2024-02-13T00:00:00Z,1.08899,1.08937,1.08805,1.08843,1162.00
2024-02-13T01:00:00Z,1.08843,1.08939,1.08699,1.08795,1520.85
2024-02-13T02:00:00Z,1.08795,1.08852,1.08657,1.08714,1758.95
2024-02-13T03:00:00Z,1.08714,1.08803,1.08651,1.08740,580.02
2024-02-13T04:00:00Z,1.08740,1.08825,1.08678,1.08763,2052.33
2024-02-13T05:00:00Z,1.08763,1.08798,1.08691,1.08726,1020.70
2024-02-13T06:00:00Z,1.08726,1.08777,1.08605,1.08656,1682.31
2024-02-13T07:00:00Z,1.08656,1.08717,1.08616,1.08677,1561.86
2024-02-13T13:00:00Z,1.08677,1.08756,1.08532,1.08611,1747.28
2024-02-13T14:00:00Z,1.08611,1.08637,1.08590,1.08616,1708.83
2024-02-13T15:00:00Z,1.08616,1.08702,1.08474,1.08560,1839.96
2024-02-13T16:00:00Z,1.08560,1.08621,1.08457,1.08518,1121.01
2024-02-13T17:00:00Z,1.08518,1.08545,1.08492,1.08519,1755.45
2024-02-13T18:00:00Z,1.08519,1.08551,1.08462,1.08494,1874.10
2024-02-13T19:00:00Z,1.08494,1.08539,1.08450,1.08495,1817.89
2024-02-13T20:00:00Z,1.08495,1.08523,1.08465,1.08493,2391.23
2024-02-13T21:00:00Z,1.08493,1.08583,1.08423,1.08513,1424.60
2024-02-13T22:00:00Z,1.08513,1.08570,1.08489,1.08546,2408.32
2024-02-13T23:00:00Z,1.08546,1.08580,1.08485,1.08519,1805.95
2024-02-14T00:00:00Z,1.08519,1.08579,1.08460,1.08520,1502.30
2024-02-14T01:00:00Z,1.08520,1.08587,1.08422,1.08489,1565.64
2024-02-14T02:00:00Z,1.08489,1.08561,1.08455,1.08527,1895.39
2024-02-14T03:00:00Z,1.08527,1.08578,1.08473,1.08524,1508.53
2024-02-14T04:00:00Z,1.08524,1.08606,1.08470,1.08552,1688.94
2024-02-14T05:00:00Z,1.08552,1.08580,1.08474,1.08502,1519.32
2024-02-14T06:00:00Z,1.08502,1.08562,1.08472,1.08532,1740.16
2024-02-14T07:00:00Z,1.08532,1.08594,1.08436,1.08498,1279.96
2024-02-14T08:00:00Z,1.08498,1.08518,1.08451,1.08471,987.61
2024-02-14T09:00:00Z,1.08471,1.08508,1.08426,1.08463,796.91
2024-02-14T10:00:00Z,1.08463,1.08513,1.08416,1.08466,1698.95
2024-02-14T11:00:00Z,1.08466,1.08509,1.08385,1.08428,1480.92
2024-02-14T12:00:00Z,1.08428,1.08457,1.08324,1.08353,1004.11
2024-02-14T13:00:00Z,1.08353,1.08446,1.08250,1.08343,1680.59
2024-02-14T14:00:00Z,1.08343,1.08407,1.08230,1.08294,1191.19
2024-02-14T15:00:00Z,1.08294,1.08361,1.08267,1.08334,863.17
2024-02-14T16:00:00Z,1.08334,1.08430,1.08283,1.08379,1827.30
2024-02-14T17:00:00Z,1.08379,1.08475,1.08247,1.08343,1481.76
2024-02-14T18:00:00Z,1.08343,1.08388,1.08272,1.08317,883.29
2024-02-14T19:00:00Z,1.08317,1.08410,1.08179,1.08272,1127.22
2024-02-14T20:00:00Z,1.08272,1.08325,1.08227,1.08280,1009.00
2024-02-14T21:00:00Z,1.08280,1.08332,1.08259,1.08311,1587.37
2024-02-14T22:00:00Z,1.08311,1.08356,1.08222,1.08267,1745.70
2024-02-14T23:00:00Z,1.08267,1.08358,1.08187,1.08278,1907.51
2024-02-15T00:00:00Z,1.08278,1.08401,1.08206,1.08329,1323.10
2024-02-15T01:00:00Z,1.08329,1.08410,1.08267,1.08348,1123.18
2024-02-15T02:00:00Z,1.08348,1.08392,1.08325,1.08369,1501.92
2024-02-15T03:00:00Z,1.08369,1.08413,1.08329,1.08373,944.58
2024-02-15T04:00:00Z,1.08373,1.08443,1.08292,1.08362,1491.91
2024-02-15T05:00:00Z,1.08362,1.08404,1.08334,1.08376,1391.06
2024-02-15T06:00:00Z,1.08376,1.08399,1.08310,1.08333,1234.09
2024-02-15T07:00:00Z,1.08333,1.08387,1.08285,1.08339,1623.99
2024-02-15T08:00:00Z,1.08339,1.08363,1.08261,1.08285,1264.78
2024-02-15T09:00:00Z,1.08285,1.08393,1.08258,1.08366,547.44
2024-02-15T10:00:00Z,1.08366,1.08436,1.08307,1.08377,1513.06
2024-02-15T11:00:00Z,1.08377,1.08526,1.08297,1.08446,1569.83
2024-02-15T12:00:00Z,1.08446,1.08543,1.08420,1.08517,1017.87
2024-02-15T13:00:00Z,1.08517,1.08547,1.08429,1.08459,1390.16
2024-02-15T14:00:00Z,1.08459,1.08546,1.08421,1.08508,1714.16
2024-02-15T15:00:00Z,1.08508,1.08560,1.08487,1.08539,1202.05
2024-02-15T16:00:00Z,1.08539,1.08565,1.08493,1.08519,1477.10
2024-02-15T17:00:00Z,1.08519,1.08601,1.08470,1.08552,1603.01
2024-02-15T18:00:00Z,1.08552,1.08601,1.08455,1.08504,1025.96
2024-02-15T19:00:00Z,1.08504,1.08539,1.08417,1.08452,1240.86
2024-02-15T20:00:00Z,1.08452,1.08516,1.08349,1.08413,1459.42
2024-02-15T21:00:00Z,1.08413,1.08453,1.08363,1.08403,1536.90
2024-02-15T22:00:00Z,1.08403,1.08444,1.08330,1.08371,1355.45
2024-02-15T23:00:00Z,1.08371,1.08484,1.08241,1.08354,1387.48
2024-02-16T00:00:00Z,1.08354,1.08418,1.08222,1.08286,1542.58
2024-02-16T01:00:00Z,1.08286,1.08376,1.08221,1.08311,668.43
2024-02-16T02:00:00Z,1.08311,1.08361,1.08207,1.08257,1586.46
2024-02-16T03:00:00Z,1.08257,1.08316,1.08213,1.08272,2317.78
2024-02-16T04:00:00Z,1.08272,1.08305,1.08222,1.08255,1947.94
2024-02-16T05:00:00Z,1.08255,1.08306,1.08169,1.08220,1831.58
2024-02-16T06:00:00Z,1.08220,1.08281,1.08180,1.08241,1445.37
2024-02-16T07:00:00Z,1.08241,1.08281,1.08181,1.08221,1122.65
2024-02-16T08:00:00Z,1.08221,1.08288,1.08131,1.08198,1143.98
2024-02-16T09:00:00Z,1.08198,1.08228,1.08123,1.08153,2242.27
2024-02-16T10:00:00Z,1.08153,1.08182,1.08115,1.08144,1506.83
2024-02-16T11:00:00Z,1.08144,1.08246,1.08077,1.08179,1509.18
2024-02-16T12:00:00Z,1.08179,1.08231,1.08078,1.08130,1590.36
2024-02-16T13:00:00Z,1.08130,1.08183,1.08087,1.08140,1748.52
2024-02-16T14:00:00Z,1.08140,1.08191,1.08081,1.08132,2113.38
2024-02-16T15:00:00Z,1.08132,1.08276,1.08045,1.08189,1506.38
2024-02-16T16:00:00Z,1.08189,1.08220,1.08136,1.08167,1350.02
2024-02-16T17:00:00Z,1.08167,1.08255,1.08090,1.08178,1253.27
2024-02-16T18:00:00Z,1.08178,1.08243,1.08131,1.08196,1332.11
2024-02-16T19:00:00Z,1.08196,1.08282,1.08148,1.08234,1751.53
2024-02-16T20:00:00Z,1.08234,1.08307,1.08153,1.08226,1496.46
2024-02-16T21:00:00Z,1.08226,1.08317,1.08179,1.08270,1784.02
2024-02-18T22:00:00Z,1.08270,1.08315,1.08248,1.08293,1608.72
2024-02-18T23:00:00Z,1.08293,1.08374,1.08209,1.08290,1896.07
2024-02-19T00:00:00Z,1.08290,1.08331,1.08225,1.08266,2299.25
2024-02-19T01:00:00Z,1.08266,1.08286,1.08200,1.08220,1775.09
2024-02-19T02:00:00Z,1.08220,1.08266,1.08161,1.08207,1484.37
2024-02-19T03:00:00Z,1.08207,1.08297,1.08090,1.08180,2125.34
2024-02-19T04:00:00Z,1.08180,1.08277,1.08105,1.08202,1074.64
2024-02-19T05:00:00Z,1.08202,1.08282,1.08116,1.08196,932.63
2024-02-19T06:00:00Z,1.08196,1.08263,1.08109,1.08176,1339.16
2024-02-19T07:00:00Z,1.08176,1.08255,1.08154,1.08233,1390.53
2024-02-19T08:00:00Z,1.08233,1.08258,1.08207,1.08232,1119.14
2024-02-19T09:00:00Z,1.08232,1.08253,1.08211,1.08232,996.70
2024-02-19T10:00:00Z,1.08232,1.08255,1.08145,1.08168,1608.06
2024-02-19T11:00:00Z,1.08168,1.08207,1.08128,1.08167,1418.90
2024-02-19T12:00:00Z,1.08167,1.08245,1.08111,1.08189,1555.85
2024-02-19T13:00:00Z,1.08189,1.08228,1.08132,1.08171,2048.04
2024-02-19T14:00:00Z,1.08171,1.08247,1.08120,1.08196,1459.68
2024-02-19T15:00:00Z,1.08196,1.08235,1.08133,1.08172,1254.06
2024-02-19T16:00:00Z,1.08172,1.08276,1.08115,1.08219,1376.47
2024-02-19T17:00:00Z,1.08219,1.08295,1.08187,1.08263,1680.43
2024-02-19T18:00:00Z,1.08263,1.08329,1.08220,1.08286,2234.54
2024-02-19T19:00:00Z,1.08286,1.08336,1.08238,1.08288,1504.53
2024-02-19T20:00:00Z,1.08288,1.08420,1.08119,1.08251,846.53
2024-02-19T21:00:00Z,1.08251,1.08298,1.08210,1.08257,1559.35
2024-02-19T22:00:00Z,1.08257,1.08340,1.08231,1.08314,1642.75
2024-02-19T23:00:00Z,1.08314,1.08344,1.08251,1.08281,1628.14
2024-02-20T00:00:00Z,1.08281,1.08303,1.08250,1.08272,1769.97
2024-02-20T01:00:00Z,1.08272,1.08399,1.08176,1.08303,1190.24
2024-02-20T02:00:00Z,1.08303,1.08381,1.08283,1.08361,1138.85
2024-02-20T03:00:00Z,1.08361,1.08423,1.08280,1.08342,1719.71
2024-02-20T04:00:00Z,1.08342,1.08388,1.08286,1.08332,1722.22
2024-02-20T05:00:00Z,1.08332,1.08382,1.08267,1.08317,1607.27
2024-02-20T06:00:00Z,1.08317,1.08357,1.08256,1.08296,1463.39
2024-02-20T07:00:00Z,1.08296,1.08372,1.08215,1.08291,1489.48
2024-02-20T08:00:00Z,1.08291,1.08376,1.08253,1.08338,1314.71
2024-02-20T09:00:00Z,1.08338,1.08371,1.08314,1.08347,1762.23
2024-02-20T10:00:00Z,1.08347,1.08432,1.08292,1.08377,1724.01
2024-02-20T11:00:00Z,1.08377,1.08478,1.08282,1.08383,1305.90
2024-02-20T12:00:00Z,1.08383,1.08452,1.08357,1.08426,1447.34
2024-02-20T13:00:00Z,1.08426,1.08538,1.08344,1.08456,1610.73
2024-02-20T14:00:00Z,1.08456,1.08613,1.08400,1.08557,1258.47
2024-02-20T15:00:00Z,1.08557,1.08593,1.08536,1.08572,1496.55
2024-02-20T16:00:00Z,1.08572,1.08663,1.08472,1.08563,2004.28
2024-02-20T17:00:00Z,1.08563,1.08619,1.08502,1.08558,887.80
2024-02-20T18:00:00Z,1.08558,1.08635,1.08508,1.08585,1454.09
2024-02-20T19:00:00Z,1.08585,1.08626,1.08547,1.08588,1628.26
2024-02-20T20:00:00Z,1.08588,1.08668,1.08504,1.08584,1425.78
2024-02-20T21:00:00Z,1.08584,1.08700,1.08504,1.08620,1298.80
2024-02-20T22:00:00Z,1.08620,1.08681,1.08529,1.08590,1024.15
2024-02-20T23:00:00Z,1.08590,1.08671,1.08521,1.08602,1617.43
2024-02-21T00:00:00Z,1.08602,1.08690,1.08480,1.08568,1650.30
2024-02-21T01:00:00Z,1.08568,1.08643,1.08538,1.08613,2281.78
2024-02-21T02:00:00Z,1.08613,1.08694,1.08572,1.08653,1264.08
2024-02-21T03:00:00Z,1.08653,1.08694,1.08604,1.08645,1691.99
2024-02-21T04:00:00Z,1.08645,1.08733,1.08584,1.08672,1090.51
2024-02-21T05:00:00Z,1.08672,1.08713,1.08640,1.08681,1586.59
2024-02-21T06:00:00Z,1.08681,1.08753,1.08566,1.08638,1429.21
2024-02-21T07:00:00Z,1.08638,1.08715,1.08596,1.08673,1661.02
2024-02-21T08:00:00Z,1.08673,1.08731,1.08648,1.08706,1469.89
2024-02-21T09:00:00Z,1.08706,1.08754,1.08672,1.08720,1868.74
2024-02-21T10:00:00Z,1.08720,1.08842,1.08644,1.08766,1371.56
2024-02-21T11:00:00Z,1.08766,1.08820,1.08667,1.08721,1234.84
2024-02-21T12:00:00Z,1.08721,1.08751,1.08698,1.08728,1762.47
2024-02-21T13:00:00Z,1.08728,1.08809,1.08632,1.08713,1366.10
2024-02-21T14:00:00Z,1.08713,1.08736,1.08682,1.08705,1568.74
2024-02-21T15:00:00Z,1.08705,1.08785,1.08590,1.08670,1505.57
2024-02-21T16:00:00Z,1.08670,1.08717,1.08598,1.08645,1630.02
2024-02-21T17:00:00Z,1.08645,1.08723,1.08580,1.08658,808.10
2024-02-21T18:00:00Z,1.08658,1.08680,1.08623,1.08645,1591.21
